won,queue
589,abu
590,abu
591,abu
592,abu
593,abu
594,abu
595,abu
597,abu
598,abu
600,abu
602,apj
603,apj
605,apj
606,apj
607,emea
608,emea
610,abu
611,abu
612,abu
613,abu
614,abu
615,abu
616,abu
617,abu
618,abu
619,abu
620,emea
621,emea
622,apj
623,apj
624,emea
625,apj
626,emea
627,emea
628,apj
629,emea
630,apj
631,emea
632,emea
633,emea
634,abu
635,abu
636,abu
637,abu
638,abu
639,abu
640,abu
641,abu
642,abu
643,abu
644,abu
645,abu
646,abu
647,abu
648,abu
649,abu
650,abu
651,abu
652,abu
653,abu
654,abu
655,abu
656,abu
657,abu
658,abu
659,abu
660,apj
661,abu
662,apj
663,apj
664,abu
665,apj
666,apj
667,apj
668,emea
669,emea
670,apj
674,emea
675,emea
676,emea
677,emea
678,emea
679,emea
681,abu
682,abu
683,abu
684,abu
685,abu
686,abu
687,abu
688,abu
689,abu
690,abu
691,abu
692,abu
693,abu
694,abu
695,abu
696,apj
697,apj
698,emea
699,apj
700,emea
701,emea
702,apj
703,apj
704,emea
705,emea
706,apj
707,apj
708,emea
709,abu
710,emea
711,emea
713,emea
714,emea
715,abu
716,abu
717,abu
718,abu
719,abu
720,abu
721,abu
722,abu
723,abu
724,abu
725,abu
726,abu
727,abu
728,abu
729,abu
730,apj
731,abu
732,apj
733,emea
734,apj
735,apj
736,emea
737,apj
738,emea
739,apj
740,apj
741,emea
742,emea
743,emea
744,apj
745,apj
746,emea
747,apj
748,emea
749,apj
750,emea
751,apj
752,emea
753,apj
754,emea
755,emea
756,emea
757,abu
758,emea
759,abu
760,abu
761,abu
762,abu
763,abu
764,abu
765,abu
766,abu
767,abu
768,abu
769,emea
770,emea
771,emea
772,abu
773,abu
774,emea
776,abu
777,abu
778,apj
779,apj
780,apj
781,apj
782,apj
783,emea
784,apj
785,emea
786,emea
787,emea
788,emea
789,emea
790,emea
791,emea
792,apj
793,emea
794,emea
795,emea
796,emea
797,abu
798,emea
799,emea
800,emea
801,abu
802,emea
803,abu
804,emea
805,abu
806,abu
807,emea
808,abu
809,abu
810,abu
811,abu
812,abu
813,abu
814,abu
815,abu
816,abu
817,emea
818,emea
819,emea
820,emea
821,emea
822,emea
823,emea
824,emea
825,emea
826,emea
827,emea
828,abu
829,abu
830,abu
831,abu
832,abu
833,abu
834,abu
835,abu
836,abu
837,abu
838,abu
839,abu
840,abu
841,abu
842,abu
843,abu
844,abu
845,abu
846,abu
847,abu
848,abu
849,abu
850,abu
851,abu
852,abu
853,abu
854,abu
855,emea
856,emea
857,emea
858,emea
859,emea
860,abu
861,abu
862,emea
863,abu
864,abu
865,abu
866,abu
867,abu
868,abu
869,abu
870,abu
871,abu
872,abu
873,abu
874,abu
875,abu
876,abu
877,abu
878,abu
879,abu
880,abu
882,emea
883,emea
884,emea
885,emea
886,emea
887,emea
888,emea
889,emea
890,emea
891,emea
892,emea
893,emea
894,emea
895,emea
896,emea
897,emea
898,emea
899,emea
900,emea
901,emea
902,emea
903,emea
904,emea
905,emea
906,emea
907,emea
908,emea
910,emea
912,emea
913,emea
914,emea
915,emea
916,emea
917,emea
918,apj
919,emea
920,emea
921,emea
922,emea
923,abu
924,abu
925,abu
926,abu
927,abu
928,abu
929,abu
930,abu
931,abu
932,abu
933,abu
934,abu
935,abu
936,abu
937,abu
940,abu
941,abu
942,abu
943,abu
944,abu
945,emea
946,emea
947,apj
948,emea
949,apj
950,emea
951,emea
952,apj
953,emea
954,apj
955,abu
957,apj
958,apj
959,emea
960,abu
961,abu
962,abu
963,abu
964,abu
965,abu
966,abu
967,abu
968,abu
969,abu
970,abu
971,abu
972,abu
973,abu
974,abu
975,abu
976,abu
977,abu
978,abu
979,abu
980,apj
981,abu
982,abu
983,abu
984,abu
985,abu
986,apj
987,apj
988,apj
989,apj
990,apj
991,apj
992,apj
993,apj
994,apj
995,apj
996,apj
997,apj
998,abu
999,abu
1000,abu
1001,abu
1002,abu
1003,apj
1004,apj
1005,apj
1006,abu
1007,abu
1008,abu
1009,abu
1010,abu
1011,abu
1012,abu
1013,abu
1014,abu
1015,abu
1016,abu
1017,abu
1018,abu
1019,abu
1020,abu
1021,abu
1022,abu
1023,abu
1024,abu
1025,apj
1026,apj
1027,apj
1028,apj
1029,apj
1030,apj
1031,apj
1032,apj
1033,abu
1034,abu
1035,abu
1036,abu
1038,abu
1039,abu
1040,abu
1041,abu
1042,abu
1043,abu
1044,abu
1045,abu
1046,abu
1047,abu
1048,abu
1049,abu
1050,abu
1051,abu
1052,abu
1053,abu
1054,abu
1055,abu
1056,abu
1057,abu
1058,abu
1059,apj
1060,apj
1061,apj
1062,apj
1063,apj
1064,apj
1065,apj
1066,apj
1067,apj
1068,apj
1069,apj
1070,apj
1071,emea
1072,abu
1073,abu
1074,abu
1075,abu
1076,abu
1077,abu
1078,abu
1079,abu
1080,abu
1081,abu
1082,abu
1083,abu
1084,abu
1085,abu
1086,abu
1087,abu
1088,abu
1089,abu
1090,abu
1091,abu
1092,apj
1093,apj
1094,apj
1095,apj
1096,apj
1097,apj
1098,apj
1099,apj
1100,abu
1101,abu
1102,abu
1103,abu
1104,abu
1105,abu
1106,abu
1107,abu
1108,abu
1109,abu
1110,abu
1111,abu
1112,abu
